10.000	-51.571
20.000	-52.376
30.000	-53.129
40.000	-44.197
50.000	-45.568
60.000	-45.255
70.000	-43.489
80.000	-41.426
90.000	-39.470
100.000	-37.369
110.000	-35.273
120.000	-32.693
130.000	-29.497
140.000	-25.302
150.000	-23.973
160.000	-17.014
170.000	-7.408
180.000	-17.188
190.000	-22.067
200.000	-24.469
210.000	-25.824
220.000	-26.551
230.000	-26.814
240.000	-26.696
250.000	-26.229
260.000	-25.412
270.000	-24.216
280.000	-22.552
290.000	-20.257
300.000	-16.957
310.000	-15.744
320.000	-10.586
330.000	-6.922
340.000	-10.808
350.000	-15.257
360.000	-17.933
370.000	-19.637
380.000	-20.711
390.000	-21.321
400.000	-21.550
410.000	-21.421
420.000	-21.030
430.000	-20.265
440.000	-19.106
450.000	-17.472
460.000	-15.169
470.000	-14.275
480.000	-10.999
490.000	-7.406
500.000	-7.394
510.000	-10.977
520.000	-14.323
530.000	-16.682
540.000	-18.380
550.000	-19.578
560.000	-20.320
570.000	-20.686
580.000	-20.731
590.000	-20.453
600.000	-19.823
610.000	-18.759
620.000	-17.122
630.000	-16.436
640.000	-13.902
650.000	-9.738
660.000	-6.765
670.000	-8.420
680.000	-13.445
690.000	-16.764
700.000	-19.037
710.000	-20.610
720.000	-21.693
730.000	-22.384
740.000	-22.709
750.000	-22.678
760.000	-22.272
770.000	-21.433
780.000	-20.038
790.000	-17.836
800.000	-16.958
810.000	-13.236
820.000	-7.316
830.000	-7.699
840.000	-14.379
850.000	-18.407
860.000	-21.031
870.000	-22.844
880.000	-24.092
890.000	-24.903
900.000	-25.329
910.000	-25.394
920.000	-25.083
930.000	-24.353
940.000	-23.098
950.000	-21.102
960.000	-20.259
970.000	-16.902
980.000	-10.476
990.000	-7.414
1000.000	-15.305
1010.000	-19.951
1020.000	-22.836
1030.000	-24.791
1040.000	-26.131
1050.000	-27.004
1060.000	-27.483
1070.000	-27.579
1080.000	-27.331
1090.000	-26.695
1100.000	-25.559
1110.000	-23.774
1120.000	-23.028
1130.000	-20.133
1140.000	-14.858
1150.000	-7.228
1160.000	-14.850
1170.000	-20.520
1180.000	-23.872
1190.000	-26.124
1200.000	-27.671
1210.000	-28.671
1220.000	-29.234
1230.000	-29.429
1240.000	-29.277
1250.000	-28.755
1260.000	-27.806
1270.000	-26.294
1280.000	-25.661
1290.000	-23.256
1300.000	-19.084
1310.000	-10.939
1320.000	-12.870
1330.000	-20.456
1340.000	-24.509
1350.000	-27.090
1360.000	-28.847
1370.000	-30.041
1380.000	-30.794
1390.000	-31.166
1400.000	-31.179
1410.000	-30.823
1420.000	-30.056
1430.000	-28.778
1440.000	-28.228
1450.000	-26.189
1460.000	-22.794
1470.000	-16.669
1480.000	-9.991
1490.000	-19.722
1500.000	-24.723
1510.000	-27.730
1520.000	-29.728
1530.000	-31.081
1540.000	-31.957
1550.000	-32.440
1560.000	-32.564
1570.000	-32.333
1580.000	-31.716
1590.000	-30.656
1600.000	-30.177
1610.000	-28.468
1620.000	-25.690
1630.000	-21.016
1640.000	-12.333
1650.000	-17.586
1660.000	-24.250
1670.000	-27.945
1680.000	-30.336
1690.000	-31.969
1700.000	-33.068
1710.000	-33.744
1720.000	-34.053
1730.000	-34.004
1740.000	-33.584
1750.000	-32.743
1760.000	-32.359
1770.000	-30.939
1780.000	-28.649
1790.000	-24.947
1800.000	-18.279
1810.000	-14.370
1820.000	-23.282
1830.000	-27.862
1840.000	-30.626
1850.000	-32.441
1860.000	-33.642
1870.000	-34.398
1880.000	-34.806
1890.000	-34.935
1900.000	-34.812
1910.000	-34.381
1920.000	-34.145
1930.000	-33.164
1940.000	-31.400
1950.000	-28.438
1960.000	-23.094
1970.000	-15.282
1980.000	-21.379
1990.000	-27.349
2000.000	-30.659
2010.000	-32.749
2020.000	-34.110
2030.000	-34.958
2040.000	-35.401
2050.000	-35.500
2060.000	-35.278
2070.000	-34.747
2080.000	-34.481
2090.000	-33.572
2100.000	-32.133
2110.000	-29.795
2120.000	-25.526
2130.000	-19.239
2140.000	-17.680
2150.000	-25.679
2160.000	-29.891
2170.000	-32.478
2180.000	-34.192
2190.000	-35.324
2200.000	-36.017
2210.000	-36.334
2220.000	-36.296
2230.000	-35.900
2240.000	-35.685
2250.000	-34.837
2260.000	-33.460
2270.000	-31.327
