10.000	-53.611
110.909	-45.136
211.818	-35.729
312.727	-18.315
413.636	-9.892
514.545	-12.606
615.455	-16.457
716.364	-18.168
817.273	-20.526
918.182	-9.179
1019.091	-24.524
1120.000	-23.210
1220.909	-20.726
1321.818	-24.049
1422.727	-23.033
1523.636	-29.315
1624.545	-21.675
1725.455	-20.076
1826.364	-20.898
1927.273	-30.430
2028.182	-31.904
2129.091	-21.239
2230.000	-18.797
2330.909	-33.923
2431.818	-32.557
2532.727	-31.478
2633.636	-32.344
2734.545	-28.720
2835.455	-29.675
2936.364	-36.349
3037.273	-23.168
3138.182	-35.868
3239.091	-33.237
3340.000	-32.903
3440.909	-34.271
3541.818	-26.689
3642.727	-31.730
3743.636	-36.543
3844.545	-28.804
3945.455	-31.414
4046.364	-32.709
4147.273	-35.882
4248.182	-36.230
4349.091	-22.772
4450.000	-37.270
4550.909	-34.006
4651.818	-32.843
4752.727	-36.856
4853.636	-30.244
4954.545	-32.284
5055.455	-33.699
5156.364	-26.164
5257.273	-35.232
5358.182	-34.842
5459.091	-32.672
5560.000	-34.648
5660.909	-27.482
5761.818	-35.554
5862.727	-35.892
5963.636	-24.762
6064.545	-36.505
6165.455	-35.494
6266.364	-31.618
6367.273	-35.713
6468.182	-33.138
6569.091	-34.901
6670.000	-37.271
6770.909	-26.595
6871.818	-39.376
6972.727	-39.019
7073.636	-32.372
7174.545	-38.148
7275.455	-35.991
7376.364	-38.982
7477.273	-40.221
7578.182	-28.758
7679.091	-41.961
7780.000	-40.929
7880.909	-36.192
7981.818	-43.291
8082.727	-35.284
8183.636	-38.151
